epoch,train_loss,val_loss,rouge1,rouge2,rougeL,epoch_time_sec,total_time_sec
1,8.10493224390437,6.594853294656632,0.1387634087510288,0.009923408968384775,0.1020424681513406,367.6665233860258,
2,6.202309362004312,5.926526242114128,0.15089575971048133,0.014701320817019053,0.10593569921658665,302.78794851503335,
3,5.676699727304865,5.648450856513166,0.18466618163335613,0.020170201671911338,0.12727497743949906,309.9503313039895,
4,5.36395728400584,5.513155140775315,0.1786829524260925,0.02040126803623765,0.12270229275002573,308.29871555499267,
5,5.140160402019372,5.429543419087187,0.19084081732000588,0.02528036046926482,0.13038030060474312,299.96767327398993,
6,4.951448569137059,5.382800188470394,0.18857454247792646,0.02414309677715822,0.12446644394400727,299.70730353391264,
7,4.767971136328879,5.3587302147073945,0.1950991489497475,0.02785721894122966,0.13163286386940592,299.88698315795045,
8,4.6079688018627385,5.350191547515545,0.20084929749121366,0.026815659685392304,0.1273055244443463,308.96218218805734,
9,4.473849434799023,5.359434330717046,0.20841240609142894,0.031829321491328284,0.13606327380865332,305.6703270180151,
10,4.334108666623576,5.380764809060604,0.21150843246752574,0.033830034333986896,0.1354325104109371,300.7147145890631,
11,4.198753502663601,5.400651551307516,0.209856036754203,0.03285434290496045,0.1374617981604265,306.3086082160007,
TOTAL,,,,,,,3522.19513964199
